item_id,lost_or_found,item_name,description,color,brand,location,user,timestamp
234,found,Water Bottle,"Picked up purple water bottle, belongs to someone.",purple,HP,Parking Area,Harsha,2025-09-21 17:34:15
235,lost,Power Bank,"I lost my red power bank, has scratches near the edge.",red,Cello,Sports Complex,Nikhil,2025-09-26 17:34:15
236,found,Wallet,Description mismatch idk what this is.,yellow,Boat,Corridor,Ananya,2025-08-08 17:34:15
237,lost,Lunch Box,"Missing lunch box (silver), last seen near campus.",silver,MI,Sports Complex,Siri,2025-09-24 17:34:15
238,found,Lunch Box,Found sum lunch box (silver) lol not sure w hose.,silver,MI,Sports Complex,Siri,2025-11-15 17:34:15
239,lost,Laptop Bag,idk L0st laptop bag (purple) bro pls help find.,purple,Dell,Classroom A102,Nikhil,2025-10-16 17:34:15
240,found,Flask,Description mismatch idk what this is.,red,WildHorn,Sports Ground,Megha,2025-10-31 17:34:15
241,lost,Wallet,"bhai I lost my purple wal!!let, has scratches near the edge.",purple,WildHorn,Hostel Block B,Kiran,2025-09-12 17:34:15
242,found,Wallet,Found sum wallet (purple) lol not sure whose.,purple,WildHorn,Hostel Block B,Harsha,2025-08-06 17:34:15
243,lost,Keychain,"My pink keychain is gone, slightly damaged.",pink,Puma,Corridor,Kavya,2025-12-01 17:34:15
244,found,Keychain,Keychain (pink) discovered near walkway.,pink,Puma,Corridor,Pooja,2025-09-10 17:34:15
245,lost,Flask,"Dropped my !!purple flask somewhere, idk where.",purple,Milton,Classroom A102,Megha,2025-09-25 17:34:15
246,found,Flask,Found a purple flask with minor marks.,purple,Milton,Classroom A102,Rahul,2025-10-15 17:34:15
247,lost,Power Bank,"Missing power bank (black), last seen near campus.",black,Pearson,Auditorium,Kavya,2025-10-28 17:34:15
248,found,Power Bank,"black power bank found, looks used but fine.",black,Pearson,Auditorium,Ravi,2025-10-22 17:34:15
249,lost,Sketchbook,"My red sketchbook is gone, slightly damaged.",red,Casio,Library,Ravi,2025-08-26 17:34:15
250,found,Sketchbook,yaar Found a red sketchbook with minor marks.,red,Casio,Library,Suma,2025-08-26 17:34:15
251,lost,Mobile Case,L0st mobile case (green) bro pls help find.,green,Puma,Hostel Block B,Ravi,2025-08-05 17:34:15
252,found,Mobile Case,"Picked up green mobile case, belongs to someone.",green,Puma,Hostel Block B,Sneha,2025-09-08 17:34:15
253,lost,Laptop Bag,"Can't find my laptop bag (purple), has a sticker.",purple,Samsung,Academic Block,Vikas,2025-08-11 17:34:15
254,found,Laptop Bag,Found sum laptop bag (purple) lol not sure whose.,purple,Samsung,Academic Block,Ananya,2025-10-26 17:34:15
255,lost,Watch,"Can't find my watch (grey), has a sticker.",grey,WildHorn,Sports Ground,Vikas,2025-09-16 17:34:15
256,found,Watch,btw Watch (grey) discovered near walkway.,grey,WildHorn,Sports Ground,Deepak,2025-11-10 17:34:15
257,lost,Bag,"Missing bag (pink), last seen near campus.",pink,Reebok,Bus Stop,Rohit,2025-09-05 17:34:15
258,found,Bag,"pink bag found, looks used but fine.",pink,Reebok,Bus Stop,Sneha,2025-08-11 17:34:15
259,lost,Flask,"I lost my black flask, has scratches near the edge.",black,Adidas,Classroom A102,Siri,2025-08-22 17:34:15
260,found,Flask,Flask (black) discovered near walkway!!.,black,Adidas,Classroom A102,Pooja,2025-11-14 17:34:15
261,lost,Watch,L0st watch (silver) bro pls help find.,silver,None,Canteen,Yash,2025-08-09 17:34:15
262,found,Watch,"silver watch found, looks used but fine.",silver,None,Canteen,Vikas,2025-09-04 17:34:15
263,lost,Flask,"Missing flask (black), last seen near campus.",black,Boat,Sports Complex,Manoj,2025-09-03 17:34:15
264,found,Flask,"black flask found, looks used but fine.",black,Boat,Sports Complex,Arjun,2025-08-25 17:34:15
265,lost,Pen,"Dropped my green pen somewhere, idk where.",green,None,Hostel Block A,Manoj,2025-10-15 17:34:15
266,found,Pen,"ngl green pen found, looks used but fine.",green,None,Hostel Block A,Megha,2025-09-23 17:34:15
267,lost,Shoe,"I lost my green shoe, has scratches near the edge.",green,HP,Gym,Harsha,2025-08-08 17:34:15
268,found,Tumbler,Found something totally unrelated.,black,Fastrack,Classroom A102,Kavya,2025-08-08 17:34:15
269,lost,Tumbler,"Missing tumbler (black), laszt seen near campus.",black,Lenskart,Hostel Block B,Vikas,2025-11-09 17:34:15
270,found,Tumbler,Found a black tumbler with minor marks.,black,Lenskart,Hostel Block B,Shiva,2025-10-16 17:34:15
271,lost,Notepad,"Dropped my brown notepad som...ewhere, idk where.",brown,Puma,Classroom A102,Harsha,2025-09-09 17:34:15
272,found,Keychain,Found something totally unrelated.,grey,MI,Seminar Hall,Ravi,2025-08-30 17:34:15
273,lost,Charger,"Dropped my grey charger somewhere, idk where.",grey,Fastrack,Main Gate,Yash,2025-11-01 17:34:15
274,found,Charger,Charger (grey) discovered near walkway.,grey,Fastrack,Main Gate,Harsha,2025-10-15 17:34:15
275,lost,Laptop Bag,L0st laptop bag (silver) bro pls help find.,silver,Pearson,Auditorium,Pooja,2025-10-17 17:34:15
276,found,Flask,Found something totally unrelated.,grey,Lenovo,Garden,Kavya,2025-11-28 17:34:15
277,lost,Calculator,"I loqst my grey calculator, has scratches near the edge.",grey,Boat,Library,Ananya,2025-09-11 17:34:15
278,found,Calculator,Found a grey calculator with minor marks.,grey,Boat,Library,Manoj,2025-10-12 17:34:15
279,lost,Tumbler,"I lost my red tumbler, ha!!s scratches near the edge.",red,WildHorn,Main Gate,Rohit,2025-10-23 17:34:15
280,found,Tumbler,Found sum tumbler (red) lol not sure whose.,red,WildHorn,Main Gate,Shiva,2025-08-13 17:34:15
281,lost,Umbrella,"I lost my green umbrella, has scratches near the edge.",green,None,Corridor,Ananya,2025-09-04 17:34:15
282,found,Umbrella,"green umbrella found, looks used but fine.",green,None,Corridor,Shiva,2025-08-17 17:34:15
283,lost,Watch,"M y green watch is gone, slightly damaged.",green,Puma,Sports Ground,Suma,2025-08-20 17:34:15
284,found,Watch,Found a green watch with minor marks.,green,Puma,Sports Ground,Manoj,2025-09-07 17:34:15
285,lost,Keychain,"Missing keychain (pink), last seen near campus.",pink,HP,Classroom A102,Megha,2025-10-06 17:34:15
286,found,Lunch Box,Item looks damaged and unrecognizable.,white,Lenskart,Library,Siri,2025-10-04 17:34:15
287,lost,Shoe,"I lost my white shoe, has scratches near the edge.",white,MI,Gym,Siri,2025-10-01 17:34:15
288,found,Shoe,yaar Found sum shoe (white) lol not sure whose.,white,MI,Gym,Kavya,2025-10-26 17:34:15
289,lost,Pen,"My silver pen is gone, slightly damaged.",silver,HP,Parking Area,Vikas,2025-10-15 17:34:15
290,found,Pen,"silver pen found, looks used but fine.",silver,HP,Parking Area,Shiva,2025-10-02 17:34:15
291,lost,Folder,"Can't find my folder (black), has a sticker.",black,Fastrack,Seminar Hall,Yash,2025-09-22 17:34:15
292,found,Folder,"Picked up black folder, belongs to someone.",black,Fastrack,Seminar Hall,Nikhil,2025-08-16 17:34:15
293,lost,Lunch Box,L0st lunczh box (white) bro pls help find.,white,Boat,Admin Block,Sneha,2025-09-09 17:34:15
294,found,Lunch Box,Found sum lunch box (white) lol not sure whose.,white,Boat,Admin Block,Suma,2025-08-30 17:34:15
295,lost,Power Bank,L0st power bank (s ilver) bro pls help find.,silver,Cello,Cricket Ground,Rahul,2025-11-03 17:34:15
296,found,Power Bank,"Picked up silver power bank, belongs to someone.",silver,Cello,Cricket Ground,Manoj,2025-11-25 17:34:15
297,lost,Flask,"Dropped my red flask somewhere, idk where.",red,Lenovo,Sports Ground,Deepak,2025-10-01 17:34:15
298,found,Flask,"red flask found, looks used but fine.",red,Lenovo,Sports Ground,Arjun,2025-10-16 17:34:15
299,lost,Calculator,"I lost my blue calculator, has scratches near the edge.",blue,Puma,Sports Complex,Vikas,2025-12-01 17:34:15
300,found,Calculator,"Picked up blue calculator, belongs to someone.",blue,Puma,Sports Complex,Harsha,2025-10-11 17:34:15
301,lost,Clipboard,"My silver clipboard is gone, slightly damaged.",silver,Dell,Sports Complex,Shiva,2025-10-10 17:34:15
302,found,Clipboard,Found a silver clipboard with minor marks.,silver,Dell,Sports Complex,Suma,2025-08-29 17:34:15
303,lost,ID Card,"idk Dropped my brown id card somewhere, idk where.",brown,Casio,Cricket Ground,Harsha,2025-09-18 17:34:15
304,found,ID Card,"brown id card found, looks used but fine.",brown,Casio,Cricket Ground,Siri,2025-11-05 17:34:15
305,lost,Notepad,"Can't find my notepad (silver), has a sticker.",silver,Cello,Library,Kavya,2025-11-22 17:34:15
306,found,Mobile Case,Found something totally unrelated.,black,Reebok,Sports Complex,Amit,2025-10-19 17:34:15
307,lost,Ruler,L0st ruler (silver) bro pls help find.,silver,Casio,Gym,Shiva,2025-10-10 17:34:15
308,found,Ruler,Ruler (silver) discovered near walkway.,silver,Casio,Gym,Pooja,2025-10-18 17:34:15
309,lost,Folder,"My brown folder is gone, slightly damaged.",brown,Nike,Auditorium,Shiva,2025-08-26 17:34:15
310,found,Folder,"Picked up brown folder, belongs to someone.",brown,Nike,Auditorium,Megha,2025-11-29 17:34:15
311,lost,Clipboard,"Can't find my clipboard (yellow), has a sticker.",yellow,Samsung,Academic Block,Pooja,2025-11-16 17:34:15
312,found,Clipboard,Clipboard (yellow) discovered near walkway.,yellow,Samsung,Academic Block,Manoj,2025-08-25 17:34:15
313,lost,Power Bank,"I lost my green power bank, has scratches near the edge.",green,Reebok,Sports Ground,Rahul,2025-09-03 17:34:15
314,found,Power Bank,Found sum power bank (green) lol not sure whose.,green,Reebok,Sports Ground,Arjun,2025-09-10 17:34:15
315,lost,Pencil Box,"Missing pencil box (purple), last seen near campus.",purple,Cello,Admin Block,Siri,2025-11-20 17:34:15
316,found,Pencil Box,Object does not match any typical campus items.,green,Lenskart,Sports Complex,Siri,2025-08-14 17:34:15
317,lost,Notebook,"pls Missing notebook (black), las!!t seen near campus.",black,Pearson,Gym,Rahul,2025-09-15 17:34:15
318,found,Notebook,Found a black notebook with minor marks.,black,Pearson,Gym,Vikas,2025-10-05 17:34:15
319,lost,Charger,"My yellow charger is gone, slightly damaged.",yellow,Milton,Parking Area,Ravi,2025-10-15 17:34:15
320,found,Lunch Box,"Unclear item, hard to identify.",yellow,Fastrack,Corridor,Kavya,2025-09-06 17:34:15
321,lost,Clipboard,"My purple clipboard is gone, slightly damaged.",purple,None,Seminar Hall,Arjun,2025-11-28 17:34:15
322,found,Clipboard,Clipboard (purple) dqiscovered near walkway.,purple,None,Seminar Hall,Sneha,2025-08-31 17:34:15
323,lost,Watch,L0st watch (pink) bro pls help find.,pink,MI,Admin Block,Kiran,2025-08-11 17:34:15
324,found,Watch,Found a pink watch with minor marks.,pink,MI,Admin Block,Ananya,2025-08-23 17:34:15
325,lost,USB Cable,"Missing usb cable (purple), last seen near campus.",purple,Nike,Corridor,Deepak,2025-09-09 17:34:15
326,found,USB Cable,Found a purple usb cable with minor marks.,purple,Nike,Corridor,Nikhil,2025-11-17 17:34:15
327,lost,Watch,"Can't find my watch (red), has a sticker.",red,Samsung,Bus Stop,Yash,2025-10-03 17:34:15
328,found,Watch,"red watch found, looks used but  fine.",red,Samsung,Bus Stop,Harsha,2025-09-11 17:34:15
329,lost,Notebook,"Missing notebook (purple), last seen near campus.",purple,None,Bus Stop,Nikhil,2025-11-22 17:34:15
330,found,Notebook,"purple notebook found, looks used but fine.",purple,None,Bus Stop,Kavya,2025-11-16 17:34:15
331,lost,Umbrella,"I lost my red umbrella, has scratches near the edge.",red,Boat,Auditorium,Ananya,2025-11-09 17:34:15
332,found,Notebook,Object does not match any ty pical campus items.,grey,MI,Gym,Yash,2025-11-01 17:34:15
333,lost,ID Card,"Missing id card (silver), last seen near campus.",silver,Fastrack,Canteen,Ananya,2025-08-16 17:34:15
334,found,ID Card,"Picked up silver id card, belongs to someone.",silver,Fastrack,Canteen,Harsha,2025-11-06 17:34:15
335,lost,Notebook,"Missing notebook (purple), last seen near campus.",purple,None,Library,Megha,2025-09-15 17:34:15
336,found,Glasses,Item looks damaged and unrecognizable.,yellow,None,Cricket Ground,Kiran,2025-11-04 17:34:15
337,lost,Power Bank,L0st power bank (purple) bro pls help find.,purple,Pearson,Sports Complex,Ananya,2025-09-07 17:34:15
338,found,Power Bank,"Picked up purple power bank, belongs to someo!!ne.",purple,Pearson,Sports Complex,Yash,2025-08-09 17:34:15
339,lost,Mobile Case,L0st mobile case (black) bro pls help find.,black,Lenovo,Sports Ground,Kiran,2025-10-02 17:34:15
340,found,Mobile Case,Mobile Case (black) discovered near walkway.,black,Lenovo,Sports Ground,Kavya,2025-11-25 17:34:15
341,lost,Wallet,"I lost my grey wall et, has scratches near the edge.",grey,HP,Study Hall,Manoj,2025-09-25 17:34:15
342,found,Wallet,Found sum wallet (grey) lol not sure whose.,grey,HP,Study Hall,Rohit,2025-08-31 17:34:15
343,lost,Marker,"Missing maxrker (white), last seen near campus.",white,Samsung,Cricket Ground,Manoj,2025-10-19 17:34:15
344,found,Marker,"white marker found, looks used but fine.",white,Samsung,Cricket Ground,Harsha,2025-11-01 17:34:15
345,lost,Flask,"Missing flask (white), last seen near campus.",white,WildHorn,Seminar Hall,Kiran,2025-11-12 17:34:15
346,found,Flask,Found a white flask with minor marks.,white,WildHorn,Seminar Hall,Suma,2025-09-30 17:34:15
347,lost,Wallet,"My silver wallet is gone, slightly damaged.",silver,Casio,Hostel Block B,Ananya,2025-08-13 17:34:15
348,found,Wallet,Wallet (silver) discovered near walkway.,silver,Casio,Hostel Block B,Shiva,2025-10-27 17:34:15
349,lost,Folder,"My purple folder is gone, slightly damaged.",purple,Milton,Cricket Ground,Kiran,2025-09-20 17:34:15
350,found,Folder,Folder (purple) discovered near walkway.,purple,Milton,Cricket Ground,Nikhil,2025-08-07 17:34:15
351,lost,Water Bottle,"Dropped my green water bottle somewhere, idk where.",green,Fastrack,Study Hall,Amit,2025-08-20 17:34:15
352,found,ID Card,pls Found something totally unrelat...ed.,silver,MI,Hostel Block A,Arjun,2025-09-09 17:34:15
353,lost,Power Bank,"bhai Can't find my power bank (green), has a sticker.",green,Lenovo,Seminar Hall,Kiran,2025-10-01 17:34:15
354,found,Power Bank,Power Bank (green) dixscovered near walkway.,green,Lenovo,Seminar Hall,Yash,2025-10-11 17:34:15
355,lost,Ruler,"Dropped my black ruler somewhere, idk where.",black,Samsung,Corridor,Ananya,2025-09-30 17:34:15
356,found,Ruler,"Picked up black ruler, belongs to someone.",black,Samsung,Corridor,Kavya,2025-09-16 17:34:15
357,lost,Pen Drive,"Dropped my purple pen drive somewhere, idk wh...ere.",purple,Casio,Academic Block,Yash,2025-08-10 17:34:15
358,found,Pen Drive,Found a purple pen drive with minor marks.,purple,Casio,Academic Block,Megha,2025-11-09 17:34:15
359,lost,ID Card,"I lost my grey id card, has scratches neqar the edge.",grey,Casio,Academic Block,Pooja,2025-11-23 17:34:15
360,found,Tumbler,Object does not match any typical campus items.,purple,Cello,Gym,Pooja,2025-09-09 17:34:15
361,lost,Pencil Box,"fr Dropped my black pencil box somewhere, idk where.",black,Lenskart,Auditorium,Nikhil,2025-11-23 17:34:15
362,found,Pencil Box,Found a black pencil box with minor marks.,black,Lenskart,Auditorium,Kiran,2025-09-07 17:34:15
363,lost,Mobile Case,"Dropped my brown mobile case somewhere, idk where.",brown,Fastrack,Garden,Ananya,2025-09-25 17:34:15
364,found,Mobile Case,Found a brown mobile case with minor marks .,brown,Fastrack,Garden,Shiva,2025-08-06 17:34:15
365,lost,Laptop Bag,"fr Dropped my blue laptop bag somewhere, idk where.",blue,Milton,Bus Stop,Vikas,2025-11-29 17:34:15
366,found,USB Cable,Found something totally unrelated.,white,Dell,Library,Megha,2025-09-01 17:34:15
367,lost,Umbrella,L0st umbrella (black) bro pls help find.,black,Nike,Parking Area,Ananya,2025-08-27 17:34:15
368,found,Umbrella,Umbrella (black) discovered near walkway.,black,Nike,Parking Area,Rohit,2025-10-17 17:34:15
369,lost,Watch,"My green watch is gone, slightly damaged.",green,Milton,Library,Vikas,2025-11-10 17:34:15
370,found,Watch,Watch (green) discovered near walkway.,green,Milton,Library,Rohit,2025-08-06 17:34:15
371,lost,Notebook,L0st notebook (yellow) bro pls help find.,yellow,Samsung,Academic Block,Nikhil,2025-11-15 17:34:15
372,found,Notebook,Found a yellow notebook with minor marks.,yellow,Samsung,Academic Block,Ananya,2025-08-08 17:34:15
373,lost,Sketchbook,"I lost my green sketchbook, has scratches near the edge.",green,Casio,Hostel Block B,Vikas,2025-11-28 17:34:15
374,found,Sketchbook,Found sum sketchbook (green) lol not sure whose.,green,Casio,Hostel Block B,Ananya,2025-11-03 17:34:15
375,lost,Keychain,L0st keychain (yellow) bro pls help find.,yellow,Milton,Seminar Hall,Nikhil,2025-09-28 17:34:15
376,found,Keychain,idk Keychain (yellow) discovered near walkway.,yellow,Milton,Seminar Hall,Rahul,2025-10-03 17:34:15
377,lost,Marker,"Mxissing marker (grey), last seen near campus.",grey,Pearson,Hostel Block A,Pooja,2025-08-25 17:34:15
378,found,Marker,Marker (grey) discovered near walkway.,grey,Pearson,Hostel Block A,Megha,2025-09-06 17:34:15
379,lost,Tumbler,"Dropped my pink tumbler somewhere, idk where.",pink,Reebok,Classroom A102,Rahul,2025-09-14 17:34:15
380,found,Mobile Case,Item looks damaged and unrecognizable.,green,Lenskart,Admin Block,Arjun,2025-09-17 17:34:15
381,lost,Marker,"Dropped my grey marker somewhere, idk where.",grey,WildHorn,Sports Complex,Harsha,2025-11-02 17:34:15
382,found,Marker,btw Found a grey marker witzh minor marks.,grey,WildHorn,Sports Complex,Amit,2025-09-22 17:34:15
383,lost,Power Bank,"Can't find my power ba...nk (brown), has a sticker.",brown,Nike,Parking Area,Ananya,2025-09-28 17:34:15
384,found,Power Bank,Power Bank (brown) discovered near walkway.,brown,Nike,Parking Area,Harsha,2025-08-30 17:34:15
385,lost,Charger,"Can't find my charger (blue), has a sticker.",blue,Lenovo,Seminar Hall,Vikas,2025-08-14 17:34:15
386,found,Watch,Description mismatch idk what this is.,yellow,Lenskart,Academic Block,Ravi,2025-09-04 17:34:15
387,lost,ID Card,"Dropped my black id card somewhere, idk where!!.",black,WildHorn,Sports Ground,Siri,2025-08-17 17:34:15
388,found,ID Card,Found sum id card (black) lol not sure whose.,black,WildHorn,Sports Ground,Shiva,2025-08-22 17:34:15
389,lost,Sketchbook,"Dropped my brown sketchbook somewhere, idk where.",brown,Nike,Garden,Ravi,2025-12-01 17:34:15
390,found,Sketchbook,Found a brown sketchbook with minor marks.,brown,Nike,Garden,Ravi,2025-10-07 17:34:15
391,lost,Earphones,"Missing earphones (green), last seen near campus.",green,HP,Classroom A102,Manoj,2025-11-08 17:34:15
392,found,Earphones,Found sum earphones (green) lol not sure whose.,green,HP,Classroom A102,Kiran,2025-11-24 17:34:15
393,lost,Lunch Box,"My brown lunch box is gone, slightly damaged.",brown,Lenskart,Gym,Rahul,2025-10-08 17:34:15
394,found,Lunch Box,Found sum lunch box (brown) lol not sure whose.,brown,Lenskart,Gym,Shiva,2025-11-23 17:34:15
